TIMESTAMP,ABSOLUTE_ALTITUDE,ABSOLUTE_ALTITUDE_filtered
2025-01-08 10:36:04.793772032,32.78623835,32.706262181931386
2025-01-08 10:36:04.952033024,32.77390798,32.69745041861128
2025-01-08 10:36:05.246691840,32.75188828,32.69540853760866
2025-01-08 10:36:05.534859008,32.70080312,32.7019994562606
2025-01-08 10:36:05.892768000,32.6365064,32.71865375122212
2025-01-08 10:36:06.205275904,32.66909536,32.74616010019778
2025-01-08 10:36:06.535279104,32.73908361,32.784491728092966
2025-01-08 10:36:06.875680000,32.83285268,32.832694180520264
2025-01-08 10:36:07.205332992,32.87377421,32.88885549925947
2025-01-08 10:36:07.547100928,32.93807093,32.95017222345465
2025-01-08 10:36:07.876512000,33.06490199,33.01311432755384
2025-01-08 10:36:08.216833024,33.15914536,33.07368043687778
2025-01-08 10:36:08.548224000,33.20494588,33.127722950047755
2025-01-08 10:36:08.897645056,33.19635773,33.17131266154828
2025-01-08 10:36:09.217402880,33.19551086,33.20110560027927
2025-01-08 10:36:09.558126080,33.15436808,33.21467220332441
2025-01-08 10:36:09.888432128,33.18280792,33.21075120886086
2025-01-08 10:36:10.229639168,33.07535426,33.1893977100509
2025-01-08 10:36:10.558747904,33.12643941,33.15200593189145
2025-01-08 10:36:10.899147008,33.02779261,33.101201164433206
2025-01-08 10:36:11.230433024,33.1229159,33.04061018757121
2025-01-08 10:36:11.569214208,33.01626841,32.974533556864394
2025-01-08 10:36:11.899669760,33.00562541,32.90755447433567
2025-01-08 10:36:12.240211968,32.87519709,32.84412616995507
2025-01-08 10:36:12.570141184,32.78976186,32.788181841835915
2025-01-08 10:36:12.900468992,32.75100835,32.74280799548764
2025-01-08 10:36:13.240706816,32.66204961,32.71001394356013
2025-01-08 10:36:13.570853888,32.71313477,32.69061837757694
2025-01-08 10:36:13.912754176,32.62153371,32.68425988493198
2025-01-08 10:36:14.243062016,32.6934878,32.689523897442285
2025-01-08 10:36:14.581512960,32.62892151,32.70416565940159
2025-01-08 10:36:14.913515008,32.70968374,32.72539897498034
2025-01-08 10:36:15.251668992,32.71584956,32.75021485151258
2025-01-08 10:36:15.582968064,32.80568822,32.77569320544352
2025-01-08 10:36:15.922739968,32.86734136,32.79927439695709
2025-01-08 10:36:16.252960000,32.87174479,32.818964758144936
2025-01-08 10:36:16.596790016,32.91666412,32.83346025790815
2025-01-08 10:36:16.923790080,32.83796565,32.84218351099172
2025-01-08 10:36:17.263849984,32.8799324,32.845239949915644
2025-01-08 10:36:17.597731072,32.76424154,32.843307777162565
2025-01-08 10:36:17.934388992,32.77481079,32.837482305251164
2025-01-08 10:36:18.264782848,32.73693848,32.82909796350742
2025-01-08 10:36:18.605603072,32.80563863,32.81955061604162
2025-01-08 10:36:18.935062016,32.77216975,32.81013938992746
2025-01-08 10:36:19.277116928,32.85915248,32.8019418147706
2025-01-08 10:36:19.605719040,32.85717773,32.795729781999746
2025-01-08 10:36:19.945691136,32.88602956,32.79192771278267
2025-01-08 10:36:20.278112768,32.83054097,32.79060928092835
2025-01-08 10:36:20.606505984,32.74334462,32.791525673412366
2025-01-08 10:36:20.946799104,32.80764008,32.794156910945574
2025-01-08 10:36:21.279153152,32.70987447,32.797778037060695
2025-01-08 10:36:21.617350144,32.80940119,32.80153354143366
2025-01-08 10:36:21.947470848,32.74582799,32.804515537470856
2025-01-08 10:36:22.287724032,32.85136286,32.805843242789514
2025-01-08 10:36:22.618022912,32.79924011,32.80474259629805
2025-01-08 10:36:22.959898880,32.83447138,32.80062500295044
2025-01-08 10:36:23.303780096,32.79131317,32.79316315635421
2025-01-08 10:36:23.628977920,32.79219309,32.78235991012204
2025-01-08 10:36:23.960989952,32.73934682,32.768603791731465
2025-01-08 10:36:24.221800192,32.73934682,32.75270269142168
2025-01-08 10:36:24.300311040,32.7146848,32.73588625414846
2025-01-08 10:36:24.631456000,32.67756271,32.71976816464543
