TIMESTAMP,ABSOLUTE_ALTITUDE,ABSOLUTE_ALTITUDE_filtered
2025-01-08 10:37:31.421700096,32.88579305,33.04050820259709
2025-01-08 10:37:31.654150912,32.88001378,32.92299931292606
2025-01-08 10:37:31.975770112,32.88441722,32.77254193158369
2025-01-08 10:37:32.313146112,32.80955124,32.605654544644615
2025-01-08 10:37:32.645961984,32.59992727,32.44043393618898
2025-01-08 10:37:32.984697088,32.25906754,32.29415498062244
2025-01-08 10:37:33.314181120,32.00100072,32.18102313347392
2025-01-08 10:37:33.664866816,31.88954417,32.110405436732165
2025-01-08 10:37:33.985959168,31.88466136,32.0857899228644
2025-01-08 10:37:34.325593088,31.86568705,32.1046097591381
2025-01-08 10:37:34.657295872,31.94759878,32.15893541658113
2025-01-08 10:37:35.003202816,32.43466695,32.23690660883583
2025-01-08 10:37:35.326756864,32.91644923,32.324666316196264
2025-01-08 10:37:35.667657984,33.00276438,32.40848875141514
2025-01-08 10:37:36.005847040,32.79093838,32.476772106658665
2025-01-08 10:37:36.339534080,32.21108373,32.52159781115168
2025-01-08 10:37:36.667252992,32.09848022,32.539634980534174
2025-01-08 10:37:36.997703168,32.05810038,32.53227863138592
2025-01-08 10:37:37.339713024,32.05545807,32.50503487705058
2025-01-08 10:37:37.669001984,32.34611257,32.46628545516745
2025-01-08 10:37:38.008826880,32.82789485,32.42565854202945
2025-01-08 10:37:38.340748032,33.00845337,32.392288167276405
2025-01-08 10:37:38.679120128,32.73585129,32.373252572297055
2025-01-08 10:37:39.008902144,32.28885651,32.37244232890557
2025-01-08 10:37:39.350088960,32.1272316,32.39002949736431
2025-01-08 10:37:39.680172800,32.13868205,32.42260352146807
2025-01-08 10:37:40.021643008,32.13956197,32.46392592932318
2025-01-08 10:37:40.351196160,32.31747818,32.50615323147221
2025-01-08 10:37:40.691021824,32.83801524,32.54130253219936
2025-01-08 10:37:41.023025920,33.1436437,32.562699232642316
2025-01-08 10:37:41.361272064,32.99754715,32.566155917275104
2025-01-08 10:37:41.691705088,32.45157878,32.55068360558598
2025-01-08 10:37:42.032346112,32.12580363,32.518621473580374
2025-01-08 10:37:42.361408000,32.05710347,32.475173974866365
2025-01-08 10:37:42.704430080,32.03068034,32.42744727207316
2025-01-08 10:37:43.032852992,32.10818863,32.3831624792616
2025-01-08 10:37:43.373204992,32.60142136,32.349277021920614
2025-01-08 10:37:43.704664064,32.98543803,32.330758603513964
2025-01-08 10:37:44.043842048,32.96120071,32.32972698567314
2025-01-08 10:37:44.376434176,32.4437294,32.34511245681681
2025-01-08 10:37:44.705789952,32.0689443,32.37288817913977
2025-01-08 10:37:45.044455168,32.00728989,32.40683252225848
2025-01-08 10:37:45.375004928,32.02490616,32.43968449082918
2025-01-08 10:37:45.717799936,32.10417557,32.46448645105278
2025-01-08 10:37:46.045787136,32.58331553,32.47587539242845
2025-01-08 10:37:46.386848000,33.02511851,32.47109257344483
2025-01-08 10:37:46.726823168,33.04238892,32.45053010063869
2025-01-08 10:37:47.056372992,32.53207652,32.4177134096314
2025-01-08 10:37:47.387527936,32.07495499,32.37871693636567
2025-01-08 10:37:47.726403840,31.95516968,32.34110957522333
2025-01-08 10:37:48.056838912,31.93579229,32.312609693997366
2025-01-08 10:37:48.397131008,31.96133423,32.29968209807265
2025-01-08 10:37:48.727654912,32.34711329,32.30632216631008
2025-01-08 10:37:49.069904128,32.89289602,32.33324294574406
2025-01-08 10:37:49.398006016,33.06170781,32.37761403569292
2025-01-08 10:37:49.738099968,32.72847875,32.433407802825045
2025-01-08 10:37:50.069763840,32.2695961,32.49230461008602
2025-01-08 10:37:50.408584192,32.14804967,32.54501199741736
2025-01-08 10:37:50.739164160,32.16214244,32.58277973111674
2025-01-08 10:37:51.079236864,32.16214244,32.59885605014536
2025-01-08 10:37:51.409528064,32.4492747,32.589636903081406
2025-01-08 10:37:51.751694080,32.94838587,32.55530885231991
2025-01-08 10:37:52.080101120,33.14186986,32.49986977595004
2025-01-08 10:37:52.412065024,32.80160522,32.430515731192564
2025-01-08 10:37:52.752096768,32.2317454,32.35648989839434
2025-01-08 10:37:53.080620032,31.95077896,32.287582191245136
2025-01-08 10:37:53.420420864,31.89705149,32.23253000053488
2025-01-08 10:37:53.752798208,31.86093903,32.19759075563261
2025-01-08 10:37:54.091725056,31.9883639,32.18553156159137
2025-01-08 10:37:54.422478848,32.50949478,32.19521376711524
2025-01-08 10:37:54.762598912,32.89234543,32.22185172040746
2025-01-08 10:37:55.092649984,32.81924184,32.25791134356774
2025-01-08 10:37:55.434291968,32.29518127,32.29450441009631
2025-01-08 10:37:55.762892032,31.92349497,32.32304706324595
2025-01-08 10:37:56.103566848,31.84334437,32.33690119761587
2025-01-08 10:37:56.434942976,31.83453751,32.33271383867584
2025-01-08 10:37:56.774107904,31.87304306,32.31121398287123
2025-01-08 10:37:57.103343104,32.2849973,32.27731195884867
2025-01-08 10:37:57.444248064,32.8017629,32.239459744571846
2025-01-08 10:37:57.774443008,32.96030172,32.20835353005607
2025-01-08 10:37:58.116486912,32.64498393,32.1951720146892
2025-01-08 10:37:58.456162816,32.20635859,32.20962678928986
2025-01-08 10:37:58.785754880,32.0707194,32.25814053658911
2025-01-08 10:37:59.119961088,32.04316203,32.34245746543637
2025-01-08 10:37:59.455990016,32.03498205,32.45892932594917
2025-01-08 10:37:59.785803008,32.1474673,32.598618598331
2025-01-08 10:38:00.120295936,32.66095861,32.74823379061787
2025-01-08 10:38:00.456816896,33.1629982,32.891780225864906
2025-01-08 10:38:00.787409920,33.35236486,33.01269427102191
2025-01-08 10:38:01.150718976,33.35236486,33.096148307761325
2025-01-08 10:38:01.150885120,33.15331014,33.13118111694828
2025-01-08 10:38:01.457865984,32.9701093,33.112329416772624
